    p    n    -0.78235    -1.80574  -1
  1.00  8.00    0.776    0.517    1.755
  1.50  8.00    0.779    0.518    1.759
  2.00  8.00    0.783    0.519    1.763
  3.00  8.00    0.793    0.521    1.776
  5.00  8.00    0.826    0.528    1.815
 10.00  8.00    0.975    0.683    2.035
 30.00  8.00    2.314    1.300    3.564
100.00  8.00    3.802    1.986    5.263
  0.01  9.00    2.019    0.513    2.967
  0.10  9.00    2.019    0.513    2.967
  0.20  9.00    2.019    0.513    2.967
  0.40  9.00    2.019    0.514    2.968
  0.70  9.00    2.020    0.515    2.968
  1.00  9.00    2.020    0.517    2.969
  1.50  9.00    2.021    0.518    2.971
  2.00  9.00    2.023    0.519    2.974
  3.00  9.00    2.028    0.521    2.980
  5.00  9.00    2.042    0.528    3.003
 10.00  9.00    2.110    0.685    3.114
 30.00  9.00    2.592    1.319    3.839
100.00  9.00    3.128    2.023    4.645
  0.01 10.00    3.419    0.513    4.530
  0.10 10.00    3.419    0.513    4.530
  0.20 10.00    3.419    0.513    4.530
  0.40 10.00    3.419    0.514    4.530
  0.70 10.00    3.419    0.515    4.531
  1.00 10.00    3.420    0.517    4.531
  1.50 10.00    3.420    0.518    4.532
  2.00 10.00    3.421    0.519    4.533
  3.00 10.00    3.423    0.521    4.535
  5.00 10.00    3.428    0.528    4.544
 10.00 10.00    3.452    0.686    4.588
 30.00 10.00    3.601    1.339    4.886
100.00 10.00    3.767    2.065    5.217
  0.01 11.00    4.941    0.513    6.295
  0.10 11.00    4.941    0.513    6.295
  0.20 11.00    4.941    0.513    6.295
  0.40 11.00    4.941    0.514    6.295
  0.70 11.00    4.942    0.515    6.296
  1.00 11.00    4.942    0.517    6.296
  1.50 11.00    4.942    0.518    6.296
  2.00 11.00    4.943    0.519    6.297
  3.00 11.00    4.943    0.521    6.298
  5.00 11.00    4.945    0.528    6.300
 10.00 11.00    4.948    0.686    6.311
 30.00 11.00    4.940    1.341    6.371
100.00 11.00    4.931    2.069    6.438
 al25 si25   -12.74049   -11.71710   1
  0.01  1.00 -100.000 -100.000 -100.000
  0.10  1.00 -100.000 -100.000 -100.000
  0.20  1.00 -100.000 -100.000 -100.000
  0.40  1.00 -100.000 -100.000 -100.000
  0.70  1.00  -99.538  -91.875  -92.607
  1.00  1.00  -71.421  -64.898  -65.470
  1.50  1.00  -49.227  -43.765  -44.155
  2.00  1.00  -37.908  -33.077  -33.334
  3.00  1.00  -26.313  -22.221  -22.289
  5.00  1.00  -16.672  -13.269  -13.092
 10.00  1.00   -8.803   -6.031   -5.512
 30.00  1.00   -3.244    0.129    1.177
100.00  1.00    2.933    6.973    8.609
  0.01  2.00 -100.000 -100.000 -100.000
  0.10  2.00 -100.000 -100.000 -100.000
  0.20  2.00 -100.000 -100.000 -100.000
  0.40  2.00 -100.000 -100.000 -100.000
  0.70  2.00  -99.538  -92.288  -93.020
  1.00  2.00  -71.421  -64.919  -65.492
  1.50  2.00  -49.227  -43.767  -44.156
  2.00  2.00  -37.908  -33.078  -33.335
  3.00  2.00  -26.313  -22.221  -22.289
  5.00  2.00  -16.672  -13.269  -13.092
 10.00  2.00   -8.803   -6.031   -5.512
 30.00  2.00   -3.244    0.129    1.177
100.00  2.00    2.933    6.973    8.609
  0.01  3.00 -100.000 -100.000 -100.000
  0.10  3.00 -100.000 -100.000 -100.000
  0.20  3.00 -100.000 -100.000 -100.000
  0.40  3.00 -100.000 -100.000 -100.000
  0.70  3.00  -99.539  -93.236  -93.968
  1.00  3.00  -71.421  -65.125  -65.698
  1.50  3.00  -49.227  -43.782  -44.171
  2.00  3.00  -37.908  -33.081  -33.338
  3.00  3.00  -26.313  -22.222  -22.290
  5.00  3.00  -16.672  -13.269  -13.092
 10.00  3.00   -8.803   -6.031   -5.512
 30.00  3.00   -3.244    0.129    1.177
100.00  3.00    2.933    6.973    8.609
  0.01  4.00 -100.000 -100.000 -100.000
  0.10  4.00 -100.000 -100.000 -100.000
  0.20  4.00 -100.000 -100.000 -100.000
  0.40  4.00 -100.000 -100.000 -100.000
  0.70  4.00  -99.549  -94.242  -94.974
  1.00  4.00  -71.426  -65.947  -66.520
  1.50  4.00  -49.228  -43.923  -44.312
  2.00  4.00  -37.909  -33.112  -33.369
  3.00  4.00  -26.314  -22.227  -22.295
  5.00  4.00  -16.672  -13.270  -13.093
 10.00  4.00   -8.803   -6.031   -5.512
 30.00  4.00   -3.244    0.129    1.177
100.00  4.00    2.933    6.973    8.609
  0.01  5.00 -100.000 -100.000 -100.000
  0.10  5.00 -100.000 -100.000 -100.000
  0.20  5.00 -100.000 -100.000 -100.000
  0.40  5.00 -100.000 -100.000 -100.000
  0.70  5.00  -99.650  -95.309  -96.041
  1.00  5.00  -71.474  -66.979  -67.551
  1.50  5.00  -49.246  -44.657  -45.046
  2.00  5.00  -37.916  -33.401  -33.658
  3.00  5.00  -26.315  -22.281  -22.349
  5.00  5.00  -16.672  -13.278  -13.101
 10.00  5.00   -8.803   -6.032   -5.513
 30.00  5.00   -3.244    0.129    1.177
100.00  5.00    2.933    6.975    8.610
  0.01  6.00 -100.000 -100.000 -100.000
  0.10  6.00 -100.000 -100.000 -100.000
  0.20  6.00 -100.000 -100.000 -100.000
  0.40  6.00 -100.000 -100.000 -100.000
  0.70  6.00 -100.000  -96.859  -97.590
  1.00  6.00  -71.852  -68.282  -68.854
  1.50  6.00  -49.416  -45.794  -46.183
  2.00  6.00  -38.003  -34.367  -34.625
  3.00  6.00  -26.343  -22.723  -22.791
  5.00  6.00  -16.678  -13.361  -13.184
 10.00  6.00   -8.804   -6.041   -5.522
 30.00  6.00   -3.244    0.129    1.177
100.00  6.00    2.934    6.985    8.620
  0.01  7.00 -100.000 -100.000 -100.000
  0.10  7.00 -100.000 -100.000 -100.000
  0.20  7.00 -100.000 -100.000 -100.000
  0.40  7.00 -100.000 -100.000 -100.000
  0.70  7.00 -100.000 -100.000 -100.000
  1.00  7.00  -73.629  -70.945  -71.516
  1.50  7.00  -50.356  -47.705  -48.093
  2.00  7.00  -38.575  -35.933  -36.189
  3.00  7.00  -26.618  -23.937  -24.004
  5.00  7.00  -16.756  -13.972  -13.795
 10.00  7.00   -8.812   -6.129   -5.611
 30.00  7.00   -3.245    0.126    1.173
100.00  7.00    2.941    7.076    8.711
  0.01  8.00 -100.000 -100.000 -100.000
  0.10  8.00 -100.000 -100.000 -100.000
  0.20  8.00 -100.000 -100.000 -100.000
  0.40  8.00 -100.000 -100.000 -100.000
  0.70  8.00 -100.000 -100.000 -100.000
  1.00  8.00  -78.789  -77.175  -77.738
  1.50  8.00  -53.592  -51.909  -52.290
  2.00  8.00  -40.904  -39.140  -39.391
  3.00  8.00  -27.952  -26.177  -26.239
  5.00  8.00  -17.308  -15.478  -15.296
 10.00  8.00   -8.928   -6.783   -6.263
 30.00  8.00   -3.251    0.094    1.142
100.00  8.00    3.057    7.735    9.370
  0.01  9.00 -100.000 -100.000 -100.000
  0.10  9.00 -100.000 -100.000 -100.000
  0.20  9.00 -100.000 -100.000 -100.000
  0.40  9.00 -100.000 -100.000 -100.000
  0.70  9.00 -100.000 -100.000 -100.000
  1.00  9.00  -92.484  -90.980  -91.540
  1.50  9.00  -62.729  -61.135  -61.515
  2.00  9.00  -47.766  -46.084  -46.334
  3.00  9.00  -32.224  -30.852  -30.907
  5.00  9.00  -19.249  -18.371  -18.152
 10.00  9.00   -9.705   -8.403   -7.872
 30.00  9.00   -3.328   -0.200    0.847
100.00  9.00    3.758    8.914   10.535
  0.01 10.00 -100.000 -100.000 -100.000
  0.10 10.00 -100.000 -100.000 -100.000
  0.20 10.00 -100.000 -100.000 -100.000
  0.40 10.00 -100.000 -100.000 -100.000
  0.70 10.00 -100.000 -100.000 -100.000
  1.00 10.00 -100.000 -100.000 -100.000
  1.50 10.00  -82.698  -81.104  -81.484
  2.00 10.00  -62.754  -61.072  -61.322
  3.00 10.00  -42.238  -40.866  -40.921
  5.00 10.00  -25.112  -24.420  -24.186
 10.00 10.00  -12.419  -11.522  -10.974
 30.00 10.00   -3.992   -1.406   -0.360
100.00 10.00    5.371    9.834   11.433
  0.01 11.00 -100.000 -100.000 -100.000
  0.10 11.00 -100.000 -100.000 -100.000
  0.20 11.00 -100.000 -100.000 -100.000
  0.40 11.00 -100.000 -100.000 -100.000
  0.70 11.00 -100.000 -100.000 -100.000
  1.00 11.00 -100.000 -100.000 -100.000
  1.50 11.00 -100.000 -100.000 -100.000
  2.00 11.00  -95.059  -93.377  -93.627
  3.00 11.00  -63.784  -62.412  -62.468
  5.00 11.00  -38.059  -37.367  -37.133
 10.00 11.00  -18.900  -18.041  -17.490
 30.00 11.00   -6.156   -3.733   -2.687
100.00 11.00    8.004   12.165   13.761
 mg26 na26    -9.35226   -10.37565  -1
  0.01  1.00 -100.000 -100.000 -100.000
  0.10  1.00 -100.000 -100.000 -100.000
  0.20  1.00 -100.000 -100.000 -100.000
  0.40  1.00 -100.000 -100.000 -100.000
  0.70  1.00  -74.259  -82.207  -74.993
  1.00  1.00  -52.580  -59.173  -53.155
  1.50  1.00  -35.483  -40.874  -35.876
  2.00  1.00  -26.802  -31.398  -27.065
  3.00  1.00  -17.937  -21.486  -18.012
  5.00  1.00  -10.548  -12.886  -10.374
 10.00  1.00   -4.501   -6.206   -3.933
 30.00  1.00    0.710   -1.816    1.831
100.00  1.00    6.500    3.062    8.235
  0.01  2.00 -100.000 -100.000 -100.000
  0.10  2.00 -100.000 -100.000 -100.000
  0.20  2.00 -100.000 -100.000 -100.000
  0.40  2.00 -100.000 -100.000 -100.000
  0.70  2.00  -73.846  -82.207  -74.580
  1.00  2.00  -52.558  -59.173  -53.133
  1.50  2.00  -35.481  -40.874  -35.874
  2.00  2.00  -26.802  -31.398  -27.064
  3.00  2.00  -17.937  -21.486  -18.012
  5.00  2.00  -10.548  -12.886  -10.374
 10.00  2.00   -4.501   -6.206   -3.933
 30.00  2.00    0.710   -1.816    1.831
100.00  2.00    6.500    3.062    8.235
  0.01  3.00 -100.000 -100.000 -100.000
  0.10  3.00 -100.000 -100.000 -100.000
  0.20  3.00 -100.000 -100.000 -100.000
  0.40  3.00 -100.000 -100.000 -100.000
  0.70  3.00  -72.898  -82.207  -73.632
  1.00  3.00  -52.352  -59.173  -52.927
  1.50  3.00  -35.466  -40.874  -35.860
  2.00  3.00  -26.799  -31.397  -27.061
  3.00  3.00  -17.936  -21.486  -18.011
  5.00  3.00  -10.548  -12.886  -10.374
 10.00  3.00   -4.501   -6.206   -3.933
 30.00  3.00    0.710   -1.816    1.831
100.00  3.00    6.500    3.062    8.235
  0.01  4.00 -100.000 -100.000 -100.000
  0.10  4.00 -100.000 -100.000 -100.000
  0.20  4.00 -100.000 -100.000 -100.000
  0.40  4.00 -100.000 -100.000 -100.000
  0.70  4.00  -71.892  -82.207  -72.625
  1.00  4.00  -51.530  -59.173  -52.105
  1.50  4.00  -35.325  -40.873  -35.718
  2.00  4.00  -26.767  -31.397  -27.030
  3.00  4.00  -17.931  -21.486  -18.006
  5.00  4.00  -10.547  -12.886  -10.373
 10.00  4.00   -4.501   -6.206   -3.933
 30.00  4.00    0.710   -1.816    1.831
100.00  4.00    6.500    3.062    8.235
  0.01  5.00 -100.000 -100.000 -100.000
  0.10  5.00 -100.000 -100.000 -100.000
  0.20  5.00 -100.000 -100.000 -100.000
  0.40  5.00 -100.000 -100.000 -100.000
  0.70  5.00  -70.826  -82.207  -71.559
  1.00  5.00  -50.499  -59.173  -51.074
  1.50  5.00  -34.591  -40.872  -34.985
  2.00  5.00  -26.479  -31.395  -26.741
  3.00  5.00  -17.878  -21.485  -17.952
  5.00  5.00  -10.539  -12.886  -10.365
 10.00  5.00   -4.500   -6.206   -3.932
 30.00  5.00    0.710   -1.816    1.831
100.00  5.00    6.499    3.062    8.234
  0.01  6.00 -100.000 -100.000 -100.000
  0.10  6.00 -100.000 -100.000 -100.000
  0.20  6.00 -100.000 -100.000 -100.000
  0.40  6.00 -100.000 -100.000 -100.000
  0.70  6.00  -69.276  -82.207  -70.010
  1.00  6.00  -49.195  -59.173  -49.771
  1.50  6.00  -33.454  -40.872  -33.848
  2.00  6.00  -25.512  -31.393  -25.775
  3.00  6.00  -17.435  -21.480  -17.510
  5.00  6.00  -10.456  -12.883  -10.282
 10.00  6.00   -4.491   -6.205   -3.924
 30.00  6.00    0.710   -1.816    1.831
100.00  6.00    6.489    3.061    8.225
  0.01  7.00 -100.000 -100.000 -100.000
  0.10  7.00 -100.000 -100.000 -100.000
  0.20  7.00 -100.000 -100.000 -100.000
  0.40  7.00 -100.000 -100.000 -100.000
  0.70  7.00  -65.593  -82.207  -66.326
  1.00  7.00  -46.533  -59.173  -47.109
  1.50  7.00  -31.544  -40.872  -31.938
  2.00  7.00  -23.948  -31.393  -24.211
  3.00  7.00  -16.223  -21.477  -16.297
  5.00  7.00   -9.846  -12.873   -9.673
 10.00  7.00   -4.403   -6.197   -3.837
 30.00  7.00    0.713   -1.815    1.834
100.00  7.00    6.397    3.054    8.135
  0.01  8.00 -100.000 -100.000 -100.000
  0.10  8.00 -100.000 -100.000 -100.000
  0.20  8.00 -100.000 -100.000 -100.000
  0.40  8.00  -97.341 -100.000  -98.321
  0.70  8.00  -56.742  -82.207  -57.476
  1.00  8.00  -40.309  -59.173  -40.884
  1.50  8.00  -27.346  -40.872  -27.740
  2.00  8.00  -20.748  -31.393  -21.011
  3.00  8.00  -13.990  -21.477  -14.066
  5.00  8.00   -8.350  -12.870   -8.179
 10.00  8.00   -3.761   -6.167   -3.198
 30.00  8.00    0.744   -1.810    1.865
100.00  8.00    5.750    3.031    7.491
  0.01  9.00 -100.000 -100.000 -100.000
  0.10  9.00 -100.000 -100.000 -100.000
  0.20  9.00 -100.000 -100.000 -100.000
  0.40  9.00  -63.029 -100.000  -64.006
  0.70  9.00  -37.160  -82.207  -37.889
  1.00  9.00  -26.610  -59.173  -27.182
  1.50  9.00  -18.215  -40.872  -18.606
  2.00  9.00  -13.892  -31.393  -14.152
  3.00  9.00   -9.395  -21.477   -9.466
  5.00  9.00   -5.524  -12.870   -5.350
 10.00  9.00   -2.216   -6.157   -1.667
 30.00  9.00    1.030   -1.771    2.154
100.00  9.00    4.637    3.102    6.400
  0.01 10.00   -0.646 -100.000   -0.681
  0.10 10.00   -0.646 -100.000   -0.680
  0.20 10.00   -0.645 -100.000   -0.679
  0.40 10.00   -0.642 -100.000   -0.674
  0.70 10.00   -0.635  -82.207   -0.659
  1.00 10.00   -0.624  -59.173   -0.638
  1.50 10.00   -0.598  -40.872   -0.587
  2.00 10.00   -0.563  -31.393   -0.523
  3.00 10.00   -0.468  -21.477   -0.353
  5.00 10.00   -0.194  -12.870    0.097
 10.00 10.00    0.484   -6.157    1.077
 30.00 10.00    2.113   -1.727    3.270
100.00 10.00    3.923    3.195    5.707
  0.01 11.00    3.246 -100.000    4.263
  0.10 11.00    3.246 -100.000    4.263
  0.20 11.00    3.246 -100.000    4.263
  0.40 11.00    3.246 -100.000    4.263
  0.70 11.00    3.246  -82.207    4.263
  1.00 11.00    3.247  -59.173    4.263
  1.50 11.00    3.247  -40.872    4.264
  2.00 11.00    3.247  -31.393    4.264
  3.00 11.00    3.249  -21.477    4.267
  5.00 11.00    3.258  -12.870    4.280
 10.00 11.00    3.300   -6.157    4.349
 30.00 11.00    3.686   -1.723    4.974
100.00 11.00    4.115    3.204    5.668
 na26 mg26     9.35226    10.37565   1
  0.01  1.00   -0.198 -100.000    0.381
  0.10  1.00   -0.198  -53.922    0.381
  0.20  1.00   -0.191  -27.051    0.391
  0.40  1.00   -0.127  -13.066    0.474
  0.70  1.00   -0.040   -7.277    0.583
  1.00  1.00    0.003   -5.797    0.636
  1.50  1.00    0.029   -4.570    0.670
  2.00  1.00    0.037   -3.875    0.680
  3.00  1.00    0.038   -3.052    0.683
  5.00  1.00    0.035   -2.151    0.684
 10.00  1.00    0.085   -0.892    0.817
 30.00  1.00    0.489    1.568    2.732
100.00  1.00    0.938    4.301    4.860
  0.01  2.00   -0.198 -100.000    0.381
  0.10  2.00   -0.198  -54.924    0.381
  0.20  2.00   -0.191  -28.051    0.391
  0.40  2.00   -0.127  -14.066    0.474
  0.70  2.00   -0.040   -7.690    0.583
  1.00  2.00    0.003   -5.819    0.636
  1.50  2.00    0.029   -4.571    0.670
  2.00  2.00    0.037   -3.875    0.680
  3.00  2.00    0.038   -3.052    0.683
  5.00  2.00    0.035   -2.151    0.684
 10.00  2.00    0.085   -0.892    0.817
 30.00  2.00    0.489    1.568    2.732
100.00  2.00    0.938    4.301    4.860
  0.01  3.00   -0.198 -100.000    0.381
  0.10  3.00   -0.198  -55.940    0.381
  0.20  3.00   -0.191  -29.057    0.391
  0.40  3.00   -0.127  -15.068    0.474
  0.70  3.00   -0.040   -8.638    0.583
  1.00  3.00    0.003   -6.025    0.636
  1.50  3.00    0.029   -4.585    0.670
  2.00  3.00    0.037   -3.878    0.680
  3.00  3.00    0.038   -3.052    0.683
  5.00  3.00    0.035   -2.151    0.684
 10.00  3.00    0.085   -0.892    0.817
 30.00  3.00    0.489    1.568    2.732
100.00  3.00    0.938    4.301    4.860
  0.01  4.00   -0.198 -100.000    0.381
  0.10  4.00   -0.198  -57.101    0.381
  0.20  4.00   -0.191  -30.112    0.391
  0.40  4.00   -0.127  -16.086    0.474
  0.70  4.00   -0.040   -9.644    0.583
  1.00  4.00    0.003   -6.846    0.636
  1.50  4.00    0.029   -4.727    0.670
  2.00  4.00    0.037   -3.909    0.680
  3.00  4.00    0.038   -3.058    0.683
  5.00  4.00    0.035   -2.151    0.684
 10.00  4.00    0.085   -0.892    0.817
 30.00  4.00    0.489    1.568    2.732
100.00  4.00    0.938    4.301    4.860
  0.01  5.00   -0.198 -100.000    0.381
  0.10  5.00   -0.198  -59.450    0.381
  0.20  5.00   -0.191  -31.615    0.390
  0.40  5.00   -0.127  -17.257    0.474
  0.70  5.00   -0.040  -10.711    0.583
  1.00  5.00    0.003   -7.878    0.636
  1.50  5.00    0.029   -5.459    0.669
  2.00  5.00    0.037   -4.196    0.680
  3.00  5.00    0.038   -3.110    0.683
  5.00  5.00    0.035   -2.159    0.684
 10.00  5.00    0.085   -0.893    0.817
 30.00  5.00    0.489    1.568    2.732
100.00  5.00    0.938    4.302    4.860
  0.01  6.00   -0.200 -100.000    0.378
  0.10  6.00   -0.200  -67.643    0.378
  0.20  6.00   -0.192  -35.797    0.388
  0.40  6.00   -0.128  -19.531    0.472
  0.70  6.00   -0.041  -12.260    0.581
  1.00  6.00    0.002   -9.181    0.634
  1.50  6.00    0.028   -6.596    0.668
  2.00  6.00    0.036   -5.160    0.678
  3.00  6.00    0.037   -3.546    0.681
  5.00  6.00    0.035   -2.239    0.683
 10.00  6.00    0.084   -0.901    0.815
 30.00  6.00    0.489    1.567    2.732
100.00  6.00    0.939    4.309    4.862
  0.01  7.00   -0.212 -100.000    0.360
  0.10  7.00   -0.212  -92.690    0.360
  0.20  7.00   -0.204  -48.342    0.370
  0.40  7.00   -0.139  -25.847    0.455
  0.70  7.00   -0.050  -15.944    0.567
  1.00  7.00   -0.007  -11.844    0.621
  1.50  7.00    0.020   -8.507    0.655
  2.00  7.00    0.028   -6.725    0.666
  3.00  7.00    0.030   -4.756    0.670
  5.00  7.00    0.030   -2.837    0.672
 10.00  7.00    0.082   -0.986    0.799
 30.00  7.00    0.489    1.564    2.728
100.00  7.00    0.941    4.397    4.871
  0.01  8.00   -0.298 -100.000    0.236
  0.10  8.00   -0.297 -100.000    0.236
  0.20  8.00   -0.289  -79.203    0.247
  0.40  8.00   -0.216  -41.296    0.345
  0.70  8.00   -0.119  -24.800    0.469
  1.00  8.00   -0.072  -18.074    0.528
  1.50  8.00   -0.041  -12.711    0.567
  2.00  8.00   -0.032   -9.932    0.579
  3.00  8.00   -0.028   -6.996    0.586
  5.00  8.00   -0.024   -4.339    0.594
 10.00  8.00    0.049   -1.626    0.707
 30.00  8.00    0.485    1.534    2.698
100.00  8.00    0.969    5.045    4.910
  0.01  9.00   -0.873 -100.000   -0.569
  0.10  9.00   -0.873 -100.000   -0.569
  0.20  9.00   -0.857 -100.000   -0.541
  0.40  9.00   -0.724  -75.749   -0.341
  0.70  9.00   -0.565  -44.501   -0.131
  1.00  9.00   -0.492  -31.879   -0.039
  1.50  9.00   -0.444  -21.937    0.022
  2.00  9.00   -0.426  -16.876    0.045
  3.00  9.00   -0.413  -11.671    0.067
  5.00  9.00   -0.391   -7.232    0.105
 10.00  9.00   -0.240   -3.242    0.327
 30.00  9.00    0.432    1.243    2.416
100.00  9.00    1.179    6.226    4.737
  0.01 10.00 -100.000 -100.000 -100.000
  0.10 10.00  -72.718 -100.000  -74.306
  0.20 10.00  -39.078 -100.000  -40.365
  0.40 10.00  -21.817 -100.000  -22.798
  0.70 10.00  -14.091  -87.260  -14.825
  1.00 10.00  -10.847  -61.817  -11.428
  1.50 10.00   -8.180  -41.907   -8.587
  2.00 10.00   -6.746  -31.864   -7.026
  3.00 10.00   -5.166  -21.684   -5.271
  5.00 10.00   -3.659  -13.281   -3.548
 10.00 10.00   -2.014   -6.362   -1.626
 30.00 10.00   -0.099    0.041    1.281
100.00 10.00    2.029    7.155    4.511
  0.01 11.00 -100.000 -100.000 -100.000
  0.10 11.00 -100.000 -100.000 -100.000
  0.20 11.00 -100.000 -100.000 -100.000
  0.40 11.00 -100.000 -100.000 -100.000
  0.70 11.00 -100.000 -100.000 -100.000
  1.00 11.00  -74.993 -100.000  -75.586
  1.50 11.00  -50.851  -84.973  -51.272
  2.00 11.00  -38.665  -64.169  -38.964
  3.00 11.00  -26.340  -43.231  -26.470
  5.00 11.00  -16.257  -26.228  -16.178
 10.00 11.00   -8.265  -12.880   -7.924
 30.00 11.00   -2.193   -2.286   -1.002
100.00 11.00    4.554    9.485    6.689
 al26 mg26     4.00427     2.98088  -1
  0.01  1.00 -100.000 -100.000 -100.000
  0.10  1.00  -19.218  -13.525  -13.277
  0.20  1.00  -13.588   -7.772   -7.524
  0.40  1.00  -10.815   -4.896   -4.648
  0.70  1.00   -9.003   -3.664   -3.416
  1.00  1.00   -7.218   -3.174   -2.926
  1.50  1.00   -5.677   -2.801   -2.552
  2.00  1.00   -4.821   -2.618   -2.362
  3.00  1.00   -3.816   -2.422   -2.125
  5.00  1.00   -2.696   -2.188   -1.652
 10.00  1.00   -1.157   -1.786   -0.302
 30.00  1.00    1.516   -0.342    2.684
100.00  1.00    4.486    1.262    6.002
  0.01  2.00 -100.000 -100.000 -100.000
  0.10  2.00  -18.218  -13.525  -13.277
  0.20  2.00  -12.588   -7.772   -7.524
  0.40  2.00   -9.815   -4.896   -4.648
  0.70  2.00   -8.590   -3.664   -3.416
  1.00  2.00   -7.197   -3.174   -2.926
  1.50  2.00   -5.675   -2.801   -2.552
  2.00  2.00   -4.820   -2.618   -2.362
  3.00  2.00   -3.816   -2.422   -2.125
  5.00  2.00   -2.696   -2.188   -1.652
 10.00  2.00   -1.157   -1.786   -0.302
 30.00  2.00    1.516   -0.342    2.684
100.00  2.00    4.486    1.262    6.002
  0.01  3.00 -100.000 -100.000 -100.000
  0.10  3.00  -17.224  -13.525  -13.277
  0.20  3.00  -11.590   -7.772   -7.524
  0.40  3.00   -8.815   -4.896   -4.648
  0.70  3.00   -7.643   -3.664   -3.416
  1.00  3.00   -6.991   -3.174   -2.926
  1.50  3.00   -5.661   -2.801   -2.552
  2.00  3.00   -4.817   -2.618   -2.362
  3.00  3.00   -3.816   -2.422   -2.125
  5.00  3.00   -2.696   -2.188   -1.652
 10.00  3.00   -1.157   -1.786   -0.302
 30.00  3.00    1.516   -0.342    2.684
